order_id,customer_id,employee_id,order_date,status,channel
1239,588,10,2025-08-13,Completed,In-Store
1240,556,9,2025-05-07,Pending,Online
1241,139,1,2024-02-12,Completed,Online
1242,309,4,2024-09-19,Completed,Online
1243,583,14,2025-07-05,Completed,Phone
1244,449,15,2025-07-02,Completed,Online
1245,234,9,2024-05-06,Pending,Phone
1246,401,6,2025-09-05,Completed,In-Store
1247,588,2,2025-08-15,Pending,Online
1248,752,12,2025-10-09,Pending,In-Store
1249,769,14,2025-06-13,Pending,Online
1250,178,15,2025-08-06,Completed,In-Store
1251,70,13,2024-11-30,Completed,Phone
1252,740,7,2023-11-10,Completed,In-Store
1253,109,10,2024-05-14,Completed,In-Store
1254,66,3,2025-09-20,Completed,In-Store
1255,743,12,2025-09-25,Completed,Online
1256,191,2,2025-10-05,Completed,Online
1257,761,10,2025-11-19,Pending,Phone
1258,711,1,2024-05-01,Cancelled,Online
1259,783,2,2025-02-08,Completed,Online
1260,297,3,2025-09-26,Completed,Online
1261,758,12,2025-12-24,Completed,Online
1262,785,9,2024-08-30,Completed,In-Store
1263,674,4,2025-09-17,Pending,In-Store
1264,368,10,2025-09-21,Completed,In-Store
1265,162,3,2024-11-21,Completed,Online
1266,662,7,2025-09-10,Completed,Online
1267,100,4,2025-08-22,Completed,In-Store
1268,156,2,2023-09-01,Completed,Online
1269,9,2,2024-06-10,Completed,Online
1270,1,1,2024-05-05,Completed,Phone
1271,767,5,2024-05-28,Completed,Online
1272,145,12,2023-10-14,Pending,Online
1273,292,3,2024-11-04,Completed,In-Store
1274,582,13,2024-02-07,Pending,Online
1275,563,1,2025-11-15,Pending,Online
1276,357,15,2025-08-26,Completed,Online
1277,251,15,2025-01-11,Completed,In-Store
1278,775,7,2023-10-07,Pending,Online
1279,220,14,2025-02-15,Pending,Online
1280,182,7,2025-03-09,Completed,Online
1281,192,8,2024-07-08,Completed,Online
1282,433,13,2024-10-20,Completed,Online
1283,273,4,2024-06-02,Completed,Online
1284,430,10,2024-02-19,Completed,Online
1285,734,14,2024-07-14,Completed,Online
1286,316,10,2025-01-29,Completed,Phone
1287,756,5,2023-12-31,Completed,In-Store
1288,312,2,2024-06-09,Completed,Online
1289,315,11,2024-09-04,Completed,Online
1290,517,14,2025-06-22,Completed,Online
1291,599,9,2025-12-01,Completed,Online
1292,33,3,2025-04-18,Cancelled,Online
1293,259,6,2025-01-19,Completed,Online
1294,109,9,2025-05-23,Cancelled,Online
1295,49,1,2025-08-17,Completed,In-Store
1296,397,5,2025-10-24,Completed,Online
1297,544,8,2025-09-16,Pending,In-Store
1298,705,2,2025-11-20,Completed,Online
1299,40,7,2025-09-28,Completed,Online
1300,651,11,2024-09-22,Completed,Online
1301,229,10,2025-03-22,Completed,In-Store
1302,171,12,2024-03-23,Pending,Online
1303,656,3,2024-10-16,Completed,Online
1304,313,3,2024-09-02,Completed,In-Store
1305,69,1,2025-05-30,Completed,In-Store
1306,466,5,2025-07-13,Completed,Online
1307,750,12,2024-02-19,Completed,In-Store
1308,209,1,2025-06-01,Completed,Online
1309,71,12,2025-08-24,Pending,Online
1310,571,2,2025-05-19,Completed,Online
1311,324,11,2025-11-12,Completed,Online
1312,525,1,2025-10-21,Completed,Online
1313,454,12,2025-05-02,Completed,In-Store
1314,264,15,2025-05-04,Pending,Online
1315,240,14,2023-10-12,Completed,Online
1316,527,13,2025-01-21,Completed,Phone
1317,651,12,2024-12-09,Completed,Online
1318,749,9,2024-11-07,Pending,In-Store
1319,337,13,2024-12-01,Completed,Phone
1320,215,9,2025-02-01,Completed,In-Store
1321,504,14,2025-01-04,Completed,Phone
1322,171,14,2025-10-19,Completed,Online
1323,92,11,2024-03-23,Completed,Online
1324,599,2,2025-12-13,Cancelled,Online
1325,515,12,2025-10-09,Completed,Online
1326,72,15,2025-05-26,Completed,In-Store
1327,738,10,2025-04-16,Completed,Online
1328,649,5,2025-03-12,Completed,In-Store
1329,676,3,2024-03-11,Pending,Online
1330,432,13,2024-10-01,Completed,Online
1331,262,5,2025-11-09,Completed,Online
1332,332,11,2023-12-23,Completed,In-Store
1333,194,11,2024-12-18,Completed,Online
1334,433,3,2023-10-07,Completed,Online
1335,217,15,2025-12-05,Completed,In-Store
1336,709,15,2025-12-21,Completed,Online
1337,786,6,2025-01-05,Pending,Online
1338,574,2,2024-05-12,Completed,In-Store
1339,482,8,2024-09-30,Completed,Online
1340,638,15,2025-10-15,Cancelled,Online
1341,70,11,2024-02-27,Pending,Online
1342,473,3,2025-12-16,Completed,Online
1343,279,2,2024-12-14,Completed,Online
1344,284,9,2023-08-26,Completed,In-Store
1345,182,6,2025-11-03,Completed,Online
1346,711,11,2024-09-10,Completed,Online
1347,391,4,2025-11-19,Completed,Online
1348,799,13,2025-08-02,Pending,Online
1349,557,10,2025-11-29,Completed,Online
1350,13,1,2024-04-30,Completed,Online
1351,96,2,2025-08-22,Pending,Online
1352,793,5,2024-07-01,Pending,Phone
1353,71,8,2024-03-16,Completed,Online
1354,189,6,2025-09-26,Completed,Online
1355,681,12,2025-12-08,Completed,In-Store
1356,641,6,2025-06-13,Completed,Online
1357,138,5,2023-09-05,Pending,Online
1358,550,10,2023-10-30,Completed,In-Store
1359,570,7,2024-05-09,Pending,Online
1360,320,8,2025-07-19,Completed,Online
1361,45,1,2025-04-14,Completed,In-Store
1362,41,9,2025-09-19,Completed,Phone
1363,171,4,2024-07-01,Completed,Phone
1364,214,13,2025-08-14,Completed,Online
1365,627,1,2025-12-21,Completed,In-Store
1366,95,7,2024-12-12,Completed,Online
1367,596,11,2025-01-09,Completed,In-Store
1368,561,7,2025-02-18,Completed,Online
1369,528,5,2024-08-30,Completed,Online
1370,99,9,2024-01-07,Completed,In-Store
1371,154,1,2025-08-31,Completed,In-Store
1372,285,7,2025-04-09,Completed,Online
1373,453,3,2024-07-30,Completed,Online
1374,553,15,2025-10-27,Completed,Phone
1375,355,9,2023-12-30,Completed,In-Store
1376,635,2,2023-04-05,Completed,Online
1377,19,5,2024-09-17,Pending,Online
1378,271,7,2025-04-11,Completed,Online
1379,741,15,2024-06-29,Completed,Phone
1380,129,1,2024-09-27,Completed,Online
1381,749,15,2023-06-26,Completed,Online
1382,451,7,2023-05-02,Pending,Online
1383,750,5,2025-02-09,Completed,Online
1384,776,2,2024-06-25,Completed,Online
1385,453,15,2023-02-21,Pending,Online
1386,523,5,2025-02-03,Completed,Online
1387,215,5,2025-11-17,Completed,In-Store
1388,168,6,2025-07-20,Pending,Online
1389,628,8,2024-05-29,Completed,Online
1390,240,5,2025-08-09,Completed,In-Store
1391,550,1,2023-04-01,Completed,In-Store
1392,187,2,2025-09-17,Pending,Online
1393,435,1,2024-03-30,Completed,Online
1394,607,10,2024-11-11,Cancelled,Online
1395,102,10,2024-03-31,Completed,Online
1396,160,13,2023-05-01,Completed,In-Store
1397,229,6,2025-01-11,Completed,Online
1398,566,12,2025-01-25,Completed,Online
1399,203,8,2025-05-29,Completed,Online
1400,563,6,2024-05-17,Completed,Phone
1401,301,4,2024-04-30,Completed,In-Store
1402,700,6,2025-11-10,Completed,Online
1403,306,14,2025-09-26,Completed,Online
1404,665,9,2024-06-06,Pending,Online
1405,11,5,2023-11-16,Completed,In-Store
1406,732,9,2023-04-24,Completed,Online
1407,283,15,2025-02-04,Completed,Phone
1408,329,12,2024-06-08,Pending,Online
1409,371,5,2025-09-20,Pending,In-Store
1410,379,13,2025-07-06,Completed,Online
1411,209,1,2024-03-26,Completed,Online
1412,17,13,2025-09-02,Completed,In-Store
1413,702,9,2025-04-15,Completed,Online
1414,387,11,2025-08-20,Completed,Online
1415,542,7,2024-07-24,Pending,In-Store
1416,240,3,2025-11-15,Completed,Online
1417,538,14,2024-11-11,Completed,Online
1418,322,4,2024-09-02,Completed,Online
1419,512,12,2025-05-28,Completed,Online
1420,266,3,2024-03-02,Completed,In-Store
1421,77,14,2025-03-02,Completed,In-Store
1422,557,6,2025-10-14,Completed,Online
1423,9,4,2024-11-28,Pending,Online
1424,74,8,2025-03-02,Pending,Online
1425,798,1,2023-12-29,Completed,Phone
1426,470,3,2025-07-22,Completed,Online
1427,333,5,2025-11-13,Pending,In-Store
1428,474,12,2025-09-18,Completed,Online
1429,464,7,2024-10-05,Pending,Online
1430,501,5,2024-10-25,Completed,Online
1431,508,6,2024-06-21,Pending,Online
1432,579,14,2024-03-02,Completed,Online
1433,161,6,2023-08-13,Completed,Online
1434,736,11,2023-12-13,Completed,Online
1435,198,15,2025-09-16,Pending,Online
1436,28,6,2024-12-14,Completed,Phone
1437,771,5,2025-10-27,Pending,Online
1438,509,7,2025-08-26,Completed,Online
1439,657,2,2024-12-13,Pending,Online
1440,521,11,2023-11-07,Completed,Online
1441,141,5,2025-11-13,Completed,Online
1442,143,2,2024-11-30,Completed,Online
1443,760,5,2024-02-10,Completed,Online
1444,605,3,2024-07-09,Cancelled,Online
1445,214,15,2025-08-03,Completed,Online
1446,734,9,2024-09-17,Cancelled,Online
1447,139,7,2024-05-12,Completed,Online
1448,653,14,2025-06-11,Completed,In-Store
1449,188,6,2024-07-16,Completed,In-Store
1450,194,10,2024-06-13,Pending,In-Store
1451,281,2,2025-07-01,Completed,Online
1452,351,14,2024-03-10,Cancelled,Online
1453,41,1,2024-07-29,Completed,Online
1454,89,10,2025-08-11,Pending,In-Store
1455,410,2,2023-10-27,Completed,In-Store
1456,224,12,2025-01-14,Cancelled,Online
1457,675,3,2024-02-13,Completed,Online
1458,399,6,2025-07-08,Pending,Online
1459,433,14,2024-08-22,Pending,In-Store
1460,72,8,2025-06-05,Completed,Online
1461,43,15,2025-09-12,Completed,Online
1462,225,5,2025-05-24,Pending,In-Store
1463,301,13,2025-01-06,Completed,Online
1464,669,1,2023-06-06,Completed,Online
1465,401,12,2025-07-07,Completed,Online
1466,547,2,2025-07-17,Completed,Online
1467,406,12,2025-05-04,Completed,Online
1468,69,6,2024-09-23,Pending,Online
1469,713,3,2024-12-04,Completed,In-Store
1470,242,6,2025-04-09,Pending,Online
1471,483,12,2024-05-09,Pending,Online
1472,487,15,2024-12-06,Completed,Online
1473,442,6,2025-08-13,Completed,In-Store
1474,633,14,2024-02-27,Completed,Phone
1475,23,14,2024-09-12,Completed,Online
1476,741,8,2025-11-30,Completed,Online
1477,693,15,2024-01-11,Completed,Phone
1478,164,8,2025-10-11,Completed,In-Store
1479,681,4,2023-06-30,Completed,In-Store
1480,3,6,2025-07-19,Completed,Online
1481,6,7,2024-10-16,Cancelled,Online
1482,594,14,2024-06-18,Pending,Online
1483,96,6,2025-12-25,Cancelled,In-Store
1484,423,11,2025-06-24,Completed,Online
1485,68,8,2025-09-18,Completed,Online
1486,348,10,2025-09-03,Completed,In-Store
1487,607,11,2025-10-15,Completed,In-Store
1488,432,4,2024-09-10,Pending,Online
1489,658,5,2025-06-01,Completed,In-Store
1490,674,3,2025-06-24,Completed,Online
1491,255,1,2025-09-04,Pending,Online
1492,773,5,2025-07-30,Completed,In-Store
1493,696,1,2023-07-05,Pending,In-Store
1494,735,10,2025-03-11,Completed,Online
1495,131,4,2025-03-28,Completed,In-Store
1496,581,14,2025-02-15,Pending,In-Store
1497,465,15,2024-12-10,Completed,Online
1498,755,10,2024-05-09,Completed,Online
1499,462,10,2025-09-01,Pending,Online
1500,623,14,2025-07-27,Completed,In-Store
1501,675,12,2025-02-28,Completed,In-Store
1502,210,9,2024-04-14,Completed,Online
1503,688,7,2025-06-25,Completed,In-Store
1504,32,10,2023-10-09,Cancelled,Online
1505,35,11,2023-05-01,Completed,Online
1506,776,13,2024-09-30,Completed,Phone
1507,315,8,2025-07-20,Completed,Online
1508,781,11,2025-09-06,Completed,In-Store
1509,301,14,2023-03-08,Completed,Online
1510,132,13,2025-08-09,Cancelled,Phone
1511,92,8,2024-08-20,Cancelled,Online
1512,76,9,2024-05-05,Completed,Online
1513,635,7,2024-09-14,Completed,In-Store
1514,283,1,2023-03-23,Completed,Phone
1515,757,12,2025-11-25,Completed,Phone
1516,554,1,2025-09-22,Completed,In-Store
1517,243,6,2024-07-25,Completed,Online
1518,516,15,2025-01-29,Completed,In-Store
1519,611,3,2025-11-24,Completed,Online
1520,400,7,2025-10-22,Completed,Online
1521,609,11,2025-04-15,Completed,Online
1522,729,5,2025-06-25,Completed,Phone
1523,141,15,2024-10-10,Completed,Online
1524,587,6,2024-07-16,Completed,Online
1525,238,1,2025-09-30,Completed,In-Store
1526,398,9,2025-04-16,Completed,In-Store
1527,749,9,2023-12-30,Completed,In-Store
1528,12,14,2025-08-14,Completed,Online
1529,139,1,2024-11-07,Completed,In-Store
1530,402,1,2025-11-19,Completed,Online
1531,505,15,2025-06-26,Completed,In-Store
1532,610,7,2025-05-23,Completed,Online
1533,13,4,2023-07-09,Completed,In-Store
1534,416,1,2025-10-04,Completed,Phone
1535,236,11,2024-07-20,Cancelled,Online
1536,252,10,2025-06-06,Completed,Online
1537,741,8,2025-10-09,Cancelled,Online
1538,736,7,2024-12-01,Completed,Online
1539,622,8,2025-07-16,Completed,Online
1540,764,12,2025-02-20,Completed,In-Store
1541,369,7,2025-02-12,Completed,In-Store
1542,699,3,2025-08-18,Cancelled,Online
1543,330,4,2024-06-10,Pending,Phone
1544,347,11,2025-09-29,Completed,In-Store
1545,67,7,2024-10-31,Completed,In-Store
1546,538,3,2023-12-27,Completed,In-Store
1547,59,15,2023-10-22,Completed,Online
1548,403,13,2025-07-03,Completed,In-Store
1549,155,15,2025-10-06,Completed,Online
1550,717,1,2023-08-19,Completed,Online
1551,344,10,2025-06-14,Completed,In-Store
1552,656,8,2024-05-09,Completed,Online
1553,164,1,2024-03-05,Completed,Online
1554,323,10,2025-02-14,Completed,Online
1555,636,15,2025-06-13,Completed,In-Store
1556,135,12,2025-08-11,Completed,In-Store
1557,721,15,2024-01-10,Pending,Online
1558,168,3,2023-11-22,Pending,Phone
1559,504,2,2024-02-28,Completed,Online
1560,715,2,2023-05-02,Completed,In-Store
1561,278,7,2025-12-03,Completed,Online
1562,456,3,2025-08-24,Pending,Online
1563,331,6,2023-12-08,Completed,In-Store
1564,770,13,2025-05-15,Completed,Online
1565,392,6,2025-07-21,Completed,Online
1566,603,10,2025-02-24,Completed,Online
1567,43,12,2025-11-12,Completed,Online
1568,158,15,2025-08-17,Completed,Online
1569,754,9,2025-08-10,Cancelled,In-Store
1570,13,10,2024-06-02,Completed,In-Store
1571,569,5,2025-10-17,Completed,In-Store
1572,770,12,2025-02-09,Cancelled,Phone
1573,229,10,2025-07-24,Completed,Online
1574,46,13,2025-08-04,Completed,Phone
1575,320,3,2025-11-24,Completed,In-Store
1576,436,12,2025-07-14,Pending,Online
1577,133,14,2024-11-09,Pending,Online
1578,173,15,2025-03-27,Completed,Online
1579,215,2,2024-02-25,Completed,In-Store
1580,95,13,2025-01-11,Pending,In-Store
1581,349,10,2025-06-15,Completed,Online
1582,472,12,2025-09-26,Completed,Online
1583,587,1,2025-11-27,Pending,In-Store
1584,478,8,2024-12-01,Completed,Online
1585,702,1,2024-03-04,Completed,Online
1586,60,9,2024-11-30,Completed,Phone
1587,24,14,2025-09-20,Completed,Online
1588,185,2,2023-10-02,Pending,In-Store
1589,663,13,2025-01-03,Completed,In-Store
1590,611,1,2024-01-21,Completed,Online
1591,567,10,2023-12-20,Completed,Phone
1592,46,7,2025-02-10,Completed,In-Store
1593,224,2,2025-06-08,Completed,Online
1594,529,5,2024-08-04,Completed,Online
1595,495,1,2024-09-30,Completed,In-Store
1596,597,11,2025-03-21,Pending,In-Store
1597,437,9,2025-06-28,Completed,Online
1598,628,6,2025-02-18,Completed,Online
1599,375,8,2024-08-09,Completed,Phone
1600,91,6,2024-12-18,Pending,In-Store
1601,564,6,2024-10-22,Completed,Online
1602,483,12,2025-07-22,Completed,Online
1603,118,7,2025-11-11,Completed,Online
1604,415,10,2024-12-24,Completed,Phone
1605,295,1,2024-07-09,Completed,In-Store
1606,768,1,2024-12-05,Completed,Online
1607,80,1,2025-09-29,Completed,Online
1608,138,13,2024-02-25,Completed,In-Store
1609,464,10,2025-11-07,Completed,Online
1610,405,15,2025-05-14,Pending,Online
1611,366,12,2023-12-01,Completed,In-Store
1612,270,13,2025-10-26,Completed,Online
1613,700,5,2024-01-18,Completed,Online
1614,68,5,2023-10-24,Completed,In-Store
1615,539,9,2025-02-28,Pending,Online
1616,293,4,2025-03-19,Completed,Online
1617,549,8,2023-07-22,Completed,Online
1618,444,8,2025-01-07,Completed,Online
1619,132,6,2024-06-12,Pending,Online
1620,739,2,2025-05-06,Completed,In-Store
1621,56,3,2023-08-08,Completed,Online
1622,98,2,2025-06-30,Completed,Online
1623,98,14,2025-04-16,Pending,Online
1624,49,6,2025-05-02,Completed,Online
1625,658,3,2025-05-12,Completed,Phone
1626,261,6,2024-03-19,Completed,Online
1627,792,13,2025-06-24,Completed,In-Store
1628,275,3,2024-06-29,Completed,Online
1629,284,11,2024-12-07,Completed,Online
1630,393,7,2025-05-07,Completed,In-Store
1631,253,14,2024-10-11,Completed,Phone
1632,596,12,2025-05-07,Completed,Online
1633,158,5,2025-08-23,Pending,In-Store
1634,661,12,2023-10-06,Cancelled,In-Store
1635,513,12,2025-03-27,Completed,Online
1636,674,2,2025-04-06,Completed,Online
1637,708,3,2024-05-28,Completed,Phone
1638,568,15,2024-08-03,Completed,Online
1639,792,8,2025-04-19,Completed,Online
1640,398,14,2024-08-12,Completed,Online
1641,518,14,2024-09-18,Cancelled,Online
1642,27,7,2024-09-02,Completed,Online
1643,111,3,2025-05-21,Completed,Online
1644,200,4,2025-08-05,Cancelled,Online
1645,445,8,2024-11-14,Completed,Phone
1646,166,15,2023-11-18,Completed,Online
1647,206,5,2025-02-02,Completed,Online
1648,580,11,2025-10-24,Pending,Phone
1649,493,2,2024-02-16,Pending,In-Store
1650,699,5,2023-10-22,Pending,Phone
1651,297,2,2025-10-11,Pending,Online
1652,219,7,2025-02-21,Completed,Online
1653,568,13,2023-07-25,Completed,In-Store
1654,156,2,2025-05-22,Pending,Online
1655,612,11,2025-03-24,Completed,Online
1656,758,5,2023-12-20,Completed,In-Store
1657,556,10,2024-08-10,Completed,Online
1658,349,7,2025-03-11,Cancelled,Phone
1659,150,14,2023-04-17,Completed,In-Store
1660,392,14,2025-12-15,Completed,Online
1661,388,9,2024-10-03,Cancelled,In-Store
1662,6,1,2023-07-12,Cancelled,Online
1663,145,1,2025-02-24,Completed,Online
1664,144,4,2025-09-27,Completed,Online
1665,160,9,2025-08-29,Cancelled,Online
1666,770,9,2025-07-13,Completed,Online
1667,793,6,2025-08-28,Cancelled,Phone
1668,42,10,2024-06-14,Completed,Online
1669,781,9,2024-06-12,Completed,In-Store
1670,751,15,2024-10-20,Completed,Online
1671,573,11,2024-08-05,Completed,Phone
1672,736,8,2025-07-24,Pending,Online
1673,586,5,2024-08-17,Completed,In-Store
1674,441,10,2024-10-13,Completed,Online
1675,387,2,2024-07-18,Completed,Online
1676,45,2,2025-04-18,Completed,Online
1677,629,3,2024-10-10,Pending,Online
1678,189,4,2024-07-01,Pending,Online
1679,339,6,2025-07-27,Pending,In-Store
1680,179,14,2025-02-04,Pending,Online
1681,782,4,2025-08-11,Completed,In-Store
1682,232,1,2025-07-06,Pending,Online
1683,161,10,2025-09-30,Completed,Online
1684,416,7,2024-11-11,Completed,Phone
1685,770,1,2023-07-04,Completed,Online
1686,367,1,2025-09-02,Completed,Online
1687,619,8,2025-10-31,Completed,Online
1688,386,3,2025-09-03,Completed,In-Store
1689,147,4,2025-12-28,Pending,Online
1690,292,6,2025-05-03,Completed,Online
1691,303,13,2025-05-19,Completed,In-Store
1692,439,7,2024-08-04,Completed,Online
1693,57,7,2024-09-20,Pending,In-Store
1694,490,11,2024-12-28,Pending,Online
1695,498,2,2025-01-04,Completed,Online
1696,525,6,2025-04-07,Pending,Online
1697,42,1,2023-09-25,Completed,In-Store
1698,448,6,2024-11-15,Completed,In-Store
1699,503,11,2024-12-23,Pending,Online
1700,798,5,2024-09-15,Completed,Online
1701,378,2,2024-04-22,Completed,Phone
1702,689,7,2025-06-14,Completed,In-Store
1703,424,10,2025-10-05,Completed,Online
1704,769,8,2024-01-17,Completed,Online
1705,673,6,2023-12-07,Completed,In-Store
1706,707,15,2024-02-17,Completed,In-Store
1707,475,14,2024-01-15,Completed,In-Store
1708,666,10,2025-01-11,Completed,Online
1709,325,2,2024-07-28,Completed,Online
1710,206,1,2025-10-15,Cancelled,In-Store
1711,209,4,2023-04-03,Completed,In-Store
1712,715,4,2025-04-30,Pending,In-Store
1713,614,3,2025-12-03,Cancelled,Phone
1714,268,10,2025-05-08,Pending,Phone
1715,62,9,2024-01-14,Completed,Online
1716,248,2,2025-05-22,Completed,Online
1717,650,11,2025-10-20,Completed,Online
1718,413,9,2023-10-11,Completed,Online
1719,474,13,2023-11-18,Completed,In-Store
1720,399,7,2023-05-31,Completed,Online
1721,450,6,2024-12-02,Completed,Online
1722,737,6,2024-02-03,Completed,Phone
1723,69,10,2025-05-23,Completed,In-Store
1724,780,9,2025-09-15,Completed,Online
1725,344,9,2025-11-23,Completed,Online
1726,214,1,2024-04-10,Completed,Online
1727,228,5,2025-06-12,Completed,In-Store
1728,479,14,2025-08-30,Pending,Online
1729,230,9,2024-02-02,Pending,Phone
1730,517,15,2025-04-24,Completed,In-Store
1731,145,12,2024-02-13,Completed,Online
1732,358,12,2024-09-23,Pending,In-Store
1733,124,11,2024-12-02,Completed,Online
1734,42,10,2024-11-06,Completed,Online
1735,630,12,2025-05-10,Completed,In-Store
1736,730,6,2025-08-27,Completed,Online
1737,292,8,2024-09-11,Completed,In-Store
1738,99,1,2025-11-08,Completed,Phone
1739,686,5,2024-03-02,Pending,Online
1740,94,14,2025-07-23,Completed,In-Store
1741,24,15,2025-08-20,Cancelled,Phone
1742,171,12,2025-02-05,Completed,Online
1743,604,1,2024-12-18,Completed,Online
1744,748,1,2024-01-12,Completed,Online
1745,391,10,2024-08-02,Pending,Online
1746,54,9,2024-04-03,Completed,Online
1747,178,9,2024-10-07,Cancelled,Online
1748,175,9,2023-11-10,Completed,In-Store
1749,69,6,2024-02-19,Pending,Online
1750,358,11,2024-12-27,Completed,In-Store
1751,620,8,2024-10-29,Completed,Online
1752,752,14,2025-05-17,Completed,In-Store
1753,129,11,2025-01-10,Pending,Online
1754,189,7,2025-03-25,Completed,In-Store
1755,333,3,2025-09-01,Pending,In-Store
1756,156,7,2025-06-08,Completed,Online
1757,379,12,2025-01-09,Completed,Phone
1758,361,14,2025-04-19,Pending,Online
1759,45,1,2024-07-28,Completed,Online
1760,18,13,2025-09-28,Completed,Online
1761,773,1,2025-04-16,Completed,Online
1762,268,13,2025-09-10,Completed,In-Store
1763,753,11,2025-07-01,Completed,In-Store
1764,418,11,2024-05-25,Completed,Online
1765,339,12,2025-11-10,Completed,Online
1766,275,9,2025-08-25,Completed,In-Store
1767,646,3,2024-02-17,Pending,Online
1768,419,13,2024-04-23,Completed,In-Store
1769,549,1,2025-05-17,Completed,In-Store
1770,475,3,2024-07-13,Completed,Online
1771,714,8,2025-03-15,Pending,Online
1772,354,11,2024-10-20,Completed,Online
1773,674,3,2023-08-07,Completed,Online
1774,272,13,2024-08-31,Completed,Online
1775,339,4,2025-11-03,Completed,Phone
1776,282,14,2025-09-13,Completed,In-Store
1777,373,8,2025-08-10,Completed,In-Store
1778,619,14,2023-11-24,Completed,Online
1779,353,14,2025-05-16,Completed,Online
1780,205,4,2025-03-18,Completed,Phone
1781,384,7,2024-07-27,Completed,In-Store
1782,402,3,2025-12-10,Completed,Online
1783,634,10,2025-05-30,Completed,In-Store
1784,103,3,2023-08-25,Completed,In-Store
1785,379,10,2024-04-09,Completed,Online
1786,736,6,2025-06-28,Completed,Online
1787,663,5,2025-07-26,Pending,Online
1788,479,10,2025-10-07,Pending,Phone
1789,501,4,2024-04-04,Completed,Online
1790,446,13,2025-02-15,Completed,Online
1791,634,14,2024-07-17,Completed,Online
1792,182,1,2025-10-04,Completed,In-Store
1793,654,6,2024-01-10,Completed,Online
1794,737,13,2025-08-21,Completed,In-Store
1795,250,14,2024-12-26,Completed,Online
1796,385,1,2025-10-22,Completed,Online
1797,242,3,2025-11-29,Completed,Online
1798,684,11,2025-10-30,Cancelled,Online
1799,523,10,2024-08-09,Completed,Online
1800,264,12,2024-07-29,Pending,Phone
1801,470,1,2025-01-12,Completed,Online
1802,405,6,2025-05-29,Pending,In-Store
1803,774,11,2025-02-02,Completed,Online
1804,795,8,2024-12-31,Cancelled,Online
1805,48,3,2024-07-16,Completed,In-Store
1806,1,5,2023-08-27,Completed,In-Store
1807,233,2,2024-11-14,Cancelled,In-Store
1808,257,7,2025-06-14,Completed,Online
1809,29,5,2025-01-02,Completed,In-Store
1810,765,3,2024-05-23,Completed,Phone
1811,338,10,2025-08-10,Completed,Phone
1812,463,3,2025-10-06,Completed,Online
1813,411,11,2025-11-17,Pending,Online
1814,630,8,2024-10-24,Completed,Online
1815,10,7,2025-11-04,Completed,In-Store
1816,763,14,2024-06-21,Completed,Online
1817,217,9,2024-02-20,Completed,In-Store
1818,700,12,2025-09-10,Completed,In-Store
1819,318,12,2024-11-13,Completed,Online
1820,796,6,2025-01-31,Completed,Online
1821,279,2,2024-03-17,Completed,Online
1822,506,14,2025-04-02,Completed,Phone
1823,101,14,2025-08-20,Completed,Online
1824,618,4,2025-12-15,Completed,Online
1825,594,9,2025-03-02,Completed,Phone
1826,111,8,2025-02-16,Completed,Online
1827,464,1,2025-02-20,Completed,Online
1828,185,5,2025-10-03,Completed,Online
1829,321,5,2023-12-06,Completed,Online
1830,278,3,2024-09-13,Completed,Online
1831,450,7,2025-05-20,Pending,Online
1832,507,6,2025-08-29,Completed,In-Store
1833,395,14,2025-11-04,Pending,In-Store
1834,274,3,2024-06-25,Completed,Online
1835,434,10,2025-09-09,Completed,Online
1836,67,11,2024-03-31,Pending,Online
1837,525,12,2025-09-01,Completed,Online
1838,244,5,2025-08-19,Completed,Phone
1839,256,12,2024-12-16,Completed,In-Store
1840,210,6,2024-04-02,Completed,In-Store
1841,637,6,2024-11-07,Pending,Phone
1842,99,14,2024-02-07,Completed,Online
1843,281,3,2024-12-26,Cancelled,Online
1844,412,11,2025-05-03,Cancelled,Online
1845,658,1,2024-01-23,Pending,Online
1846,83,1,2023-07-27,Completed,Online
1847,556,12,2025-01-30,Cancelled,In-Store
1848,213,6,2024-11-05,Completed,Online
1849,419,14,2024-08-08,Pending,Online
1850,575,7,2025-11-07,Pending,Online
1851,35,14,2025-10-05,Completed,In-Store
1852,530,11,2025-07-01,Completed,In-Store
1853,387,10,2025-06-01,Cancelled,In-Store
1854,378,3,2023-11-28,Pending,Online
1855,199,12,2025-04-01,Completed,In-Store
1856,613,7,2024-06-27,Completed,Online
1857,761,15,2025-11-20,Pending,In-Store
1858,43,9,2024-11-02,Pending,Phone
1859,701,5,2024-10-01,Cancelled,In-Store
1860,772,13,2025-07-31,Completed,Online
1861,364,2,2025-06-18,Completed,Online
1862,668,13,2025-08-20,Completed,Online
1863,35,13,2025-04-11,Completed,In-Store
1864,538,13,2025-06-01,Completed,Online
1865,647,11,2023-11-12,Completed,Online
1866,582,10,2024-07-10,Pending,Phone
1867,221,12,2023-08-01,Pending,Online
1868,419,9,2025-02-13,Completed,In-Store
1869,352,10,2024-11-26,Completed,In-Store
1870,4,12,2025-09-05,Completed,Online
1871,545,7,2025-05-03,Completed,Online
1872,336,10,2025-07-17,Completed,Phone
1873,773,14,2025-04-13,Completed,In-Store
1874,691,4,2025-12-15,Completed,Online
1875,81,6,2025-08-18,Completed,Online
1876,638,13,2024-10-28,Pending,Online
1877,472,6,2024-06-16,Completed,Online
1878,67,14,2025-07-20,Completed,Online
1879,54,14,2024-11-25,Pending,Online
