return_id,order_id,item_id,return_date,reason
688,4632,10371,2024-11-26,Changed Mind
689,4641,10390,2025-11-21,Changed Mind
690,4647,10400,2025-11-20,Late Delivery
691,4649,10403,2025-03-01,Late Delivery
692,4649,10405,2025-02-28,Changed Mind
693,4652,10408,2024-12-16,Late Delivery
694,4655,10419,2023-12-07,Wrong Item
695,4660,10427,2025-09-18,Changed Mind
696,4663,10434,2024-03-06,Late Delivery
697,4665,10440,2025-04-16,Other
698,4670,10449,2025-12-11,Changed Mind
699,4672,10454,2025-12-11,Other
700,4676,10466,2025-02-03,Other
701,4682,10478,2025-06-30,Changed Mind
702,4686,10489,2023-04-19,Defective
703,4688,10494,2025-11-18,Wrong Item
704,4699,10519,2025-05-11,Wrong Item
705,4702,10527,2025-07-04,Wrong Item
706,4714,10561,2025-03-24,Defective
707,4717,10568,2025-04-14,Defective
708,4718,10570,2023-10-18,Wrong Item
709,4721,10576,2024-04-22,Other
710,4721,10577,2024-05-07,Defective
711,4722,10581,2025-12-01,Late Delivery
712,4744,10627,2025-04-04,Wrong Item
713,4752,10641,2025-10-31,Wrong Item
714,4760,10660,2025-08-22,Changed Mind
715,4780,10704,2025-01-12,Late Delivery
716,4782,10710,2025-08-22,Changed Mind
717,4791,10728,2024-03-10,Wrong Item
718,4797,10742,2025-09-07,Other
719,4806,10767,2025-05-21,Other
720,4814,10785,2024-10-12,Late Delivery
721,4814,10786,2024-09-25,Wrong Item
722,4816,10790,2025-11-02,Other
723,4817,10791,2023-12-30,Late Delivery
724,4822,10800,2024-06-26,Late Delivery
725,4823,10801,2024-07-10,Wrong Item
726,4827,10816,2024-02-23,Changed Mind
727,4833,10831,2025-11-25,Other
728,4835,10834,2024-04-14,Other
729,4838,10844,2024-10-29,Defective
730,4847,10867,2025-10-04,Wrong Item
731,4851,10873,2024-04-13,Other
732,4855,10880,2025-09-02,Wrong Item
733,4857,10883,2025-11-27,Changed Mind
734,4879,10935,2025-04-24,Wrong Item
735,4895,10974,2024-08-24,Other
736,4908,11004,2025-06-03,Other
737,4912,11013,2025-02-03,Defective
738,4919,11031,2025-06-20,Changed Mind
739,4919,11032,2025-06-27,Defective
740,4934,11061,2024-06-20,Other
741,4951,11098,2024-08-16,Other
742,4954,11106,2025-01-02,Changed Mind
743,4957,11120,2025-01-06,Defective
744,4965,11140,2024-07-28,Changed Mind
745,4971,11154,2025-07-23,Other
746,4974,11162,2025-09-04,Defective
747,4986,11199,2024-02-04,Late Delivery
748,4999,11228,2023-05-17,Late Delivery
