item_id,order_id,product_id,quantity,unit_price,discount
2748,1207,40,1,549.99,0.05
2749,1208,15,1,129.99,0.00
2750,1208,23,2,19.99,0.20
2751,1208,9,2,799.99,0.00
2752,1209,8,3,699.00,0.10
2753,1209,33,1,249.99,0.00
2754,1210,36,10,109.99,0.10
2755,1210,15,10,129.99,0.00
2756,1210,41,3,199.99,0.05
2757,1211,21,3,12.99,0.00
2758,1211,29,1,59.99,0.20
2759,1212,2,3,1349.99,0.00
2760,1212,41,10,199.99,0.00
2761,1212,7,10,849.99,0.15
2762,1213,12,1,89.99,0.10
2763,1213,23,2,19.99,0.20
2764,1213,26,1,199.99,0.05
2765,1213,4,5,1299.99,0.00
2766,1214,8,1,699.00,0.10
2767,1214,35,1,89.99,0.10
2768,1214,4,1,1299.99,0.05
2769,1214,18,1,189.99,0.05
2770,1215,5,2,999.99,0.00
2771,1215,15,3,129.99,0.05
2772,1215,25,1,349.99,0.10
2773,1215,12,2,89.99,0.00
2774,1216,37,3,299.99,0.15
2775,1216,5,2,999.99,0.00
2776,1217,22,1,9.99,0.15
2777,1217,28,1,149.99,0.10
2778,1217,18,2,189.99,0.00
2779,1218,1,1,899.99,0.00
2780,1218,9,10,799.99,0.05
2781,1219,10,5,49.99,0.05
2782,1219,20,3,49.99,0.00
2783,1219,5,5,999.99,0.00
2784,1220,14,1,39.99,0.00
2785,1220,5,2,999.99,0.00
2786,1221,30,10,99.99,0.05
2787,1221,22,2,9.99,0.05
2788,1221,37,1,299.99,0.10
2789,1222,8,1,699.00,0.10
2790,1222,39,1,399.99,0.00
2791,1223,10,1,49.99,0.00
2792,1224,19,2,159.99,0.10
2793,1224,37,1,299.99,0.00
2794,1225,35,2,89.99,0.00
2795,1225,28,2,149.99,0.00
2796,1226,28,1,149.99,0.00
2797,1226,3,1,1199.00,0.05
2798,1226,17,2,449.99,0.00
2799,1226,22,3,9.99,0.20
2800,1227,41,2,199.99,0.00
2801,1228,30,1,99.99,0.00
2802,1228,1,1,899.99,0.00
2803,1229,40,3,549.99,0.10
2804,1229,19,2,159.99,0.00
2805,1229,34,1,34.99,0.05
2806,1229,36,1,109.99,0.20
2807,1230,17,3,449.99,0.10
2808,1231,39,1,399.99,0.10
2809,1232,27,1,129.99,0.05
2810,1233,22,2,9.99,0.00
2811,1234,34,1,34.99,0.00
2812,1234,38,10,14.99,0.20
2813,1234,18,3,189.99,0.00
2814,1235,20,1,49.99,0.00
2815,1235,34,3,34.99,0.00
2816,1236,1,1,899.99,0.00
2817,1237,37,3,299.99,0.00
2818,1237,4,3,1299.99,0.00
2819,1238,23,1,19.99,0.05
2820,1238,34,2,34.99,0.10
2821,1238,39,10,399.99,0.05
2822,1238,26,2,199.99,0.10
2823,1239,13,2,69.99,0.00
2824,1239,17,1,449.99,0.00
2825,1240,27,1,129.99,0.05
2826,1241,27,1,129.99,0.00
2827,1242,26,1,199.99,0.10
2828,1242,35,10,89.99,0.05
2829,1242,2,3,1349.99,0.15
2830,1243,6,2,999.00,0.20
2831,1244,14,3,39.99,0.00
2832,1245,36,2,109.99,0.00
2833,1246,11,2,29.99,0.00
2834,1246,13,3,69.99,0.00
2835,1246,9,1,799.99,0.00
2836,1247,17,2,449.99,0.00
2837,1248,1,5,899.99,0.00
2838,1248,29,2,59.99,0.05
2839,1249,24,1,79.99,0.00
2840,1250,11,1,29.99,0.10
2841,1250,16,10,599.99,0.00
2842,1250,2,1,1349.99,0.00
2843,1251,6,10,999.00,0.05
2844,1251,30,1,99.99,0.00
2845,1251,11,1,29.99,0.00
2846,1252,7,2,849.99,0.05
2847,1252,31,1,599.99,0.00
2848,1253,4,2,1299.99,0.05
2849,1253,25,5,349.99,0.00
2850,1253,24,2,79.99,0.05
2851,1253,41,1,199.99,0.15
2852,1254,22,1,9.99,0.05
2853,1254,25,3,349.99,0.15
2854,1255,37,3,299.99,0.00
2855,1256,33,1,249.99,0.00
2856,1256,3,2,1199.00,0.00
2857,1257,4,5,1299.99,0.00
2858,1258,38,2,14.99,0.05
2859,1258,40,1,549.99,0.00
2860,1259,25,1,349.99,0.05
2861,1259,17,1,449.99,0.00
2862,1260,17,5,449.99,0.00
2863,1260,38,10,14.99,0.15
2864,1261,19,3,159.99,0.00
2865,1261,20,2,49.99,0.15
2866,1261,29,1,59.99,0.00
2867,1261,2,3,1349.99,0.00
2868,1261,33,1,249.99,0.05
2869,1262,29,1,59.99,0.10
2870,1262,32,1,179.99,0.00
2871,1263,18,2,189.99,0.00
2872,1263,12,1,89.99,0.00
2873,1264,6,3,999.00,0.00
2874,1264,10,2,49.99,0.05
2875,1265,27,2,129.99,0.00
2876,1265,14,2,39.99,0.05
2877,1265,3,1,1199.00,0.00
2878,1265,10,2,49.99,0.10
2879,1266,12,1,89.99,0.00
2880,1266,3,1,1199.00,0.05
2881,1266,28,2,149.99,0.05
2882,1267,3,2,1199.00,0.15
2883,1267,18,3,189.99,0.00
2884,1267,37,3,299.99,0.00
2885,1268,33,2,249.99,0.15
2886,1268,8,2,699.00,0.05
2887,1268,24,10,79.99,0.00
2888,1269,4,1,1299.99,0.00
2889,1269,25,1,349.99,0.10
2890,1270,32,2,179.99,0.10
2891,1270,29,2,59.99,0.10
2892,1270,41,10,199.99,0.05
2893,1270,34,1,34.99,0.15
2894,1271,19,2,159.99,0.00
2895,1272,2,1,1349.99,0.00
2896,1273,32,5,179.99,0.15
2897,1274,29,2,59.99,0.20
2898,1274,10,1,49.99,0.05
2899,1274,27,1,129.99,0.00
2900,1274,38,2,14.99,0.00
2901,1275,11,3,29.99,0.00
2902,1276,13,1,69.99,0.05
2903,1276,7,1,849.99,0.00
2904,1277,36,1,109.99,0.10
2905,1277,11,3,29.99,0.00
2906,1277,27,2,129.99,0.05
2907,1277,40,2,549.99,0.10
2908,1278,14,2,39.99,0.00
2909,1278,33,3,249.99,0.20
2910,1279,8,10,699.00,0.15
2911,1279,41,3,199.99,0.10
2912,1280,7,2,849.99,0.10
2913,1280,1,1,899.99,0.00
2914,1280,5,2,999.99,0.00
2915,1280,13,2,69.99,0.05
2916,1280,10,10,49.99,0.00
2917,1281,2,10,1349.99,0.00
2918,1281,26,1,199.99,0.05
2919,1282,35,2,89.99,0.15
2920,1283,27,2,129.99,0.05
2921,1283,8,1,699.00,0.20
2922,1284,32,1,179.99,0.05
2923,1285,26,3,199.99,0.05
2924,1285,35,1,89.99,0.10
2925,1285,25,1,349.99,0.00
2926,1286,15,1,129.99,0.00
2927,1286,39,2,399.99,0.10
2928,1287,41,1,199.99,0.05
2929,1287,31,2,599.99,0.20
2930,1288,1,2,899.99,0.05
2931,1289,37,2,299.99,0.00
2932,1289,19,2,159.99,0.10
2933,1290,34,1,34.99,0.10
2934,1290,41,2,199.99,0.05
2935,1290,22,10,9.99,0.00
2936,1291,41,3,199.99,0.15
2937,1291,33,1,249.99,0.00
2938,1292,36,5,109.99,0.00
2939,1292,39,2,399.99,0.00
2940,1293,37,1,299.99,0.00
2941,1293,36,3,109.99,0.05
2942,1293,13,2,69.99,0.10
2943,1293,3,1,1199.00,0.15
2944,1294,29,3,59.99,0.15
2945,1295,26,5,199.99,0.10
2946,1295,7,1,849.99,0.00
2947,1295,38,5,14.99,0.20
2948,1296,35,2,89.99,0.00
2949,1296,19,3,159.99,0.15
2950,1296,28,5,149.99,0.05
2951,1297,41,3,199.99,0.00
2952,1298,17,1,449.99,0.00
2953,1298,9,1,799.99,0.00
2954,1298,39,5,399.99,0.00
2955,1298,3,5,1199.00,0.00
2956,1299,40,1,549.99,0.15
2957,1299,39,3,399.99,0.00
2958,1299,28,5,149.99,0.00
2959,1299,31,1,599.99,0.00
2960,1300,31,1,599.99,0.00
2961,1300,25,3,349.99,0.00
2962,1301,35,1,89.99,0.10
2963,1301,15,10,129.99,0.00
2964,1301,21,3,12.99,0.00
2965,1302,26,5,199.99,0.15
2966,1302,9,1,799.99,0.10
2967,1302,12,2,89.99,0.15
2968,1303,35,1,89.99,0.00
2969,1303,16,2,599.99,0.05
2970,1303,40,1,549.99,0.05
2971,1304,26,10,199.99,0.00
2972,1304,8,1,699.00,0.00
2973,1305,20,2,49.99,0.00
2974,1306,10,1,49.99,0.15
2975,1307,8,1,699.00,0.10
2976,1307,23,2,19.99,0.00
2977,1307,38,1,14.99,0.15
2978,1308,8,2,699.00,0.00
2979,1309,12,5,89.99,0.05
2980,1309,28,2,149.99,0.15
2981,1310,19,3,159.99,0.00
2982,1311,21,5,12.99,0.10
2983,1311,14,2,39.99,0.10
2984,1312,31,1,599.99,0.15
2985,1312,13,2,69.99,0.10
2986,1313,5,1,999.99,0.10
2987,1313,20,1,49.99,0.05
2988,1314,4,2,1299.99,0.00
2989,1314,40,1,549.99,0.00
2990,1314,38,2,14.99,0.00
2991,1314,37,1,299.99,0.00
2992,1315,35,2,89.99,0.00
2993,1315,39,1,399.99,0.05
2994,1315,27,1,129.99,0.10
2995,1316,40,1,549.99,0.00
2996,1316,30,5,99.99,0.00
2997,1316,38,3,14.99,0.00
2998,1317,8,1,699.00,0.00
2999,1317,38,2,14.99,0.05
3000,1318,9,2,799.99,0.05
3001,1318,20,5,49.99,0.00
3002,1318,34,1,34.99,0.00
3003,1319,7,2,849.99,0.15
3004,1319,18,2,189.99,0.00
3005,1319,14,2,39.99,0.00
3006,1319,28,3,149.99,0.05
3007,1320,6,2,999.00,0.05
3008,1321,2,2,1349.99,0.15
3009,1321,40,3,549.99,0.05
3010,1322,36,5,109.99,0.05
3011,1322,28,1,149.99,0.10
3012,1323,30,1,99.99,0.05
3013,1323,1,1,899.99,0.10
3014,1323,21,1,12.99,0.00
3015,1324,31,1,599.99,0.00
3016,1324,20,2,49.99,0.05
3017,1324,9,2,799.99,0.00
3018,1324,21,2,12.99,0.00
3019,1325,14,3,39.99,0.00
3020,1326,25,1,349.99,0.00
3021,1326,26,1,199.99,0.00
3022,1327,4,1,1299.99,0.00
3023,1327,1,5,899.99,0.10
3024,1327,41,10,199.99,0.00
3025,1328,25,2,349.99,0.00
3026,1328,16,3,599.99,0.00
3027,1328,38,1,14.99,0.00
3028,1328,32,10,179.99,0.05
3029,1329,2,5,1349.99,0.05
3030,1330,12,2,89.99,0.00
3031,1331,7,2,849.99,0.05
3032,1332,20,3,49.99,0.00
3033,1332,27,1,129.99,0.00
3034,1333,17,1,449.99,0.00
3035,1334,18,1,189.99,0.10
3036,1334,30,1,99.99,0.00
3037,1335,26,2,199.99,0.15
3038,1335,17,2,449.99,0.05
3039,1336,18,2,189.99,0.00
3040,1336,40,1,549.99,0.20
3041,1336,33,1,249.99,0.10
3042,1337,30,5,99.99,0.00
3043,1337,18,10,189.99,0.10
3044,1338,3,5,1199.00,0.05
3045,1338,13,3,69.99,0.15
3046,1338,20,2,49.99,0.00
3047,1339,14,3,39.99,0.00
3048,1339,26,3,199.99,0.00
3049,1339,19,3,159.99,0.05
3050,1340,27,2,129.99,0.00
3051,1340,2,1,1349.99,0.10
3052,1340,12,10,89.99,0.15
3053,1341,3,3,1199.00,0.00
3054,1342,32,2,179.99,0.10
3055,1343,36,2,109.99,0.10
3056,1343,5,1,999.99,0.20
3057,1343,4,5,1299.99,0.00
3058,1344,10,10,49.99,0.15
3059,1344,25,2,349.99,0.00
3060,1345,19,1,159.99,0.10
3061,1346,40,1,549.99,0.00
3062,1346,4,2,1299.99,0.00
3063,1347,11,5,29.99,0.00
3064,1347,4,1,1299.99,0.05
3065,1348,37,1,299.99,0.00
3066,1349,4,2,1299.99,0.00
3067,1349,7,10,849.99,0.05
3068,1350,3,2,1199.00,0.00
3069,1351,31,2,599.99,0.00
3070,1351,5,1,999.99,0.10
3071,1351,25,1,349.99,0.15
3072,1352,11,2,29.99,0.20
3073,1353,10,3,49.99,0.00
3074,1353,15,3,129.99,0.15
3075,1354,14,1,39.99,0.00
3076,1354,38,10,14.99,0.15
3077,1355,31,1,599.99,0.00
3078,1355,12,2,89.99,0.00
3079,1356,30,3,99.99,0.10
3080,1356,39,1,399.99,0.20
3081,1357,8,1,699.00,0.00
3082,1357,25,2,349.99,0.00
3083,1358,26,3,199.99,0.10
3084,1358,19,5,159.99,0.00
3085,1359,14,1,39.99,0.00
3086,1359,30,1,99.99,0.05
3087,1360,36,1,109.99,0.00
3088,1360,6,1,999.00,0.10
3089,1360,37,1,299.99,0.00
3090,1361,13,1,69.99,0.00
3091,1361,26,1,199.99,0.00
3092,1361,39,2,399.99,0.05
3093,1361,41,1,199.99,0.15
3094,1362,18,1,189.99,0.10
3095,1362,28,1,149.99,0.00
3096,1363,1,1,899.99,0.00
3097,1364,16,3,599.99,0.20
3098,1364,19,2,159.99,0.05
3099,1365,6,1,999.00,0.00
3100,1365,8,1,699.00,0.05
3101,1366,32,1,179.99,0.00
3102,1367,40,1,549.99,0.10
3103,1367,3,1,1199.00,0.05
3104,1367,25,3,349.99,0.00
3105,1368,39,3,399.99,0.20
3106,1369,16,10,599.99,0.00
3107,1370,24,1,79.99,0.00
3108,1370,17,2,449.99,0.10
3109,1371,24,1,79.99,0.10
3110,1372,39,1,399.99,0.15
3111,1372,17,1,449.99,0.00
3112,1373,2,3,1349.99,0.10
3113,1374,33,5,249.99,0.00
3114,1374,29,1,59.99,0.20
3115,1374,39,1,399.99,0.00
3116,1375,30,10,99.99,0.00
3117,1375,15,1,129.99,0.15
3118,1375,23,1,19.99,0.00
3119,1375,41,1,199.99,0.00
3120,1376,7,2,849.99,0.15
3121,1376,36,2,109.99,0.10
3122,1376,8,10,699.00,0.00
3123,1377,30,2,99.99,0.00
3124,1378,10,2,49.99,0.00
3125,1379,41,2,199.99,0.00
3126,1380,32,2,179.99,0.00
3127,1380,28,10,149.99,0.10
3128,1381,20,2,49.99,0.15
3129,1382,2,1,1349.99,0.00
3130,1382,7,1,849.99,0.10
3131,1382,40,3,549.99,0.20
3132,1383,27,2,129.99,0.00
3133,1383,6,1,999.00,0.15
3134,1384,26,3,199.99,0.00
3135,1384,29,1,59.99,0.05
3136,1384,1,2,899.99,0.00
3137,1384,33,1,249.99,0.20
3138,1384,27,10,129.99,0.05
3139,1385,18,2,189.99,0.00
3140,1385,40,1,549.99,0.00
3141,1385,19,1,159.99,0.00
3142,1385,31,2,599.99,0.15
3143,1386,16,1,599.99,0.00
3144,1387,36,1,109.99,0.00
3145,1387,10,2,49.99,0.10
3146,1387,8,2,699.00,0.10
3147,1388,18,2,189.99,0.00
3148,1388,19,1,159.99,0.05
3149,1389,16,1,599.99,0.05
3150,1390,33,3,249.99,0.05
3151,1390,12,1,89.99,0.10
3152,1391,7,3,849.99,0.20
3153,1392,18,1,189.99,0.00
3154,1392,6,3,999.00,0.00
3155,1392,12,2,89.99,0.20
3156,1393,33,10,249.99,0.00
3157,1393,25,1,349.99,0.05
3158,1393,4,1,1299.99,0.00
3159,1394,3,1,1199.00,0.15
3160,1394,1,3,899.99,0.00
3161,1394,14,3,39.99,0.00
3162,1395,7,5,849.99,0.10
3163,1396,4,2,1299.99,0.10
3164,1396,33,2,249.99,0.10
3165,1396,17,1,449.99,0.00
3166,1396,7,1,849.99,0.00
3167,1396,38,1,14.99,0.00
3168,1397,36,2,109.99,0.10
3169,1397,34,2,34.99,0.00
3170,1397,29,1,59.99,0.00
3171,1397,1,2,899.99,0.00
3172,1398,9,5,799.99,0.05
3173,1398,13,10,69.99,0.00
3174,1398,39,2,399.99,0.00
3175,1399,7,1,849.99,0.00
3176,1399,1,1,899.99,0.10
3177,1400,11,2,29.99,0.05
3178,1401,11,3,29.99,0.00
3179,1401,8,2,699.00,0.00
3180,1401,26,1,199.99,0.00
3181,1401,38,1,14.99,0.00
3182,1401,3,1,1199.00,0.00
3183,1402,24,1,79.99,0.00
3184,1402,10,1,49.99,0.00
3185,1403,13,1,69.99,0.20
3186,1404,8,5,699.00,0.05
3187,1404,40,1,549.99,0.15
3188,1404,35,2,89.99,0.00
3189,1405,1,1,899.99,0.00
3190,1405,21,5,12.99,0.00
3191,1405,15,3,129.99,0.10
3192,1406,15,1,129.99,0.05
3193,1406,40,1,549.99,0.00
3194,1406,22,3,9.99,0.15
3195,1407,38,5,14.99,0.00
3196,1407,28,2,149.99,0.05
3197,1408,29,3,59.99,0.00
3198,1408,32,2,179.99,0.10
3199,1408,22,2,9.99,0.00
3200,1409,39,1,399.99,0.00
3201,1409,30,1,99.99,0.10
3202,1409,11,2,29.99,0.10
3203,1410,5,2,999.99,0.00
3204,1411,31,2,599.99,0.10
3205,1411,35,1,89.99,0.00
3206,1411,15,1,129.99,0.00
3207,1412,33,2,249.99,0.00
3208,1412,21,1,12.99,0.00
3209,1412,30,1,99.99,0.10
3210,1413,20,2,49.99,0.00
3211,1413,3,1,1199.00,0.00
3212,1414,14,10,39.99,0.00
3213,1414,22,2,9.99,0.00
3214,1414,36,2,109.99,0.00
3215,1415,2,2,1349.99,0.15
3216,1415,17,10,449.99,0.05
3217,1416,1,1,899.99,0.00
3218,1417,6,2,999.00,0.00
3219,1417,21,10,12.99,0.10
3220,1418,31,2,599.99,0.15
3221,1419,2,1,1349.99,0.10
3222,1420,9,1,799.99,0.10
3223,1420,30,1,99.99,0.05
3224,1420,14,2,39.99,0.00
3225,1421,8,1,699.00,0.00
3226,1421,32,3,179.99,0.00
3227,1422,15,1,129.99,0.15
3228,1422,3,3,1199.00,0.20
3229,1423,27,1,129.99,0.20
3230,1423,37,1,299.99,0.05
3231,1423,36,1,109.99,0.10
3232,1423,1,1,899.99,0.05
3233,1424,6,2,999.00,0.00
3234,1425,13,1,69.99,0.00
3235,1426,29,3,59.99,0.00
3236,1426,11,1,29.99,0.05
3237,1426,37,2,299.99,0.20
3238,1426,18,1,189.99,0.00
3239,1427,36,1,109.99,0.05
3240,1427,21,3,12.99,0.00
3241,1428,11,1,29.99,0.05
3242,1428,37,1,299.99,0.10
3243,1428,8,3,699.00,0.00
3244,1428,25,3,349.99,0.10
3245,1429,20,1,49.99,0.00
3246,1430,1,5,899.99,0.00
3247,1430,33,3,249.99,0.00
3248,1431,1,2,899.99,0.15
3249,1432,24,2,79.99,0.00
3250,1432,20,2,49.99,0.15
3251,1432,16,2,599.99,0.00
3252,1433,16,3,599.99,0.15
3253,1433,23,3,19.99,0.00
3254,1433,5,10,999.99,0.00
3255,1433,3,5,1199.00,0.00
3256,1433,10,1,49.99,0.00
3257,1434,36,2,109.99,0.00
3258,1434,19,1,159.99,0.10
3259,1435,28,1,149.99,0.10
3260,1436,9,3,799.99,0.10
3261,1437,39,5,399.99,0.05
3262,1437,26,2,199.99,0.20
3263,1437,21,1,12.99,0.00
3264,1438,11,5,29.99,0.00
3265,1438,5,2,999.99,0.15
3266,1439,7,2,849.99,0.10
3267,1439,38,1,14.99,0.00
3268,1439,9,3,799.99,0.00
3269,1439,12,2,89.99,0.20
3270,1439,26,2,199.99,0.00
3271,1440,2,2,1349.99,0.10
3272,1440,40,1,549.99,0.05
3273,1440,28,1,149.99,0.10
3274,1440,8,2,699.00,0.00
3275,1441,15,1,129.99,0.00
3276,1441,22,1,9.99,0.10
3277,1442,34,5,34.99,0.00
3278,1442,29,1,59.99,0.00
3279,1442,32,10,179.99,0.00
3280,1443,17,3,449.99,0.00
3281,1443,41,5,199.99,0.10
3282,1444,32,2,179.99,0.05
3283,1444,3,3,1199.00,0.00
3284,1445,23,1,19.99,0.05
3285,1445,7,1,849.99,0.00
3286,1446,22,3,9.99,0.05
3287,1446,41,3,199.99,0.05
3288,1446,33,10,249.99,0.00
3289,1446,23,2,19.99,0.10
3290,1447,9,3,799.99,0.00
3291,1447,38,5,14.99,0.15
3292,1448,36,1,109.99,0.15
3293,1448,11,1,29.99,0.00
3294,1449,20,2,49.99,0.05
3295,1450,11,3,29.99,0.00
3296,1451,39,1,399.99,0.05
3297,1451,27,1,129.99,0.00
3298,1451,26,1,199.99,0.15
3299,1452,5,2,999.99,0.00
3300,1453,37,1,299.99,0.00
3301,1453,15,2,129.99,0.00
3302,1453,16,1,599.99,0.00
3303,1454,2,1,1349.99,0.00
3304,1454,34,1,34.99,0.00
3305,1455,28,5,149.99,0.00
3306,1456,15,1,129.99,0.00
3307,1456,30,1,99.99,0.10
3308,1457,13,2,69.99,0.10
3309,1457,27,1,129.99,0.10
3310,1457,8,10,699.00,0.00
3311,1457,1,5,899.99,0.10
3312,1458,30,2,99.99,0.00
3313,1458,12,1,89.99,0.20
3314,1458,31,5,599.99,0.10
3315,1459,3,3,1199.00,0.15
3316,1460,6,2,999.00,0.05
3317,1460,32,1,179.99,0.05
3318,1461,18,1,189.99,0.00
3319,1462,25,1,349.99,0.05
3320,1462,37,10,299.99,0.00
3321,1463,27,1,129.99,0.05
3322,1463,36,1,109.99,0.05
3323,1463,37,3,299.99,0.00
3324,1464,22,5,9.99,0.00
3325,1464,41,5,199.99,0.00
3326,1465,3,2,1199.00,0.00
3327,1466,41,1,199.99,0.00
3328,1466,27,10,129.99,0.05
3329,1466,7,1,849.99,0.00
3330,1467,23,5,19.99,0.10
3331,1467,27,1,129.99,0.15
3332,1467,17,3,449.99,0.00
3333,1468,34,2,34.99,0.15
3334,1468,39,1,399.99,0.00
3335,1469,3,2,1199.00,0.10
3336,1469,30,1,99.99,0.00
3337,1470,15,5,129.99,0.05
3338,1470,16,1,599.99,0.00
3339,1470,29,2,59.99,0.00
3340,1470,18,1,189.99,0.10
3341,1471,12,2,89.99,0.15
3342,1472,33,2,249.99,0.05
3343,1473,3,3,1199.00,0.05
3344,1473,25,1,349.99,0.05
3345,1473,31,1,599.99,0.05
3346,1474,21,3,12.99,0.05
3347,1475,30,2,99.99,0.05
3348,1475,4,3,1299.99,0.10
3349,1475,17,2,449.99,0.00
3350,1476,5,2,999.99,0.00
3351,1477,12,3,89.99,0.00
3352,1477,33,10,249.99,0.10
3353,1478,14,2,39.99,0.10
3354,1478,15,1,129.99,0.00
3355,1478,30,2,99.99,0.00
3356,1478,6,1,999.00,0.10
3357,1478,1,2,899.99,0.05
3358,1479,20,1,49.99,0.10
3359,1479,41,2,199.99,0.00
3360,1479,39,1,399.99,0.00
3361,1479,2,1,1349.99,0.05
3362,1479,8,3,699.00,0.00
3363,1480,15,3,129.99,0.05
3364,1480,36,3,109.99,0.05
3365,1480,33,3,249.99,0.00
3366,1480,18,3,189.99,0.00
3367,1480,16,2,599.99,0.15
3368,1481,8,1,699.00,0.05
3369,1482,17,5,449.99,0.05
3370,1482,38,5,14.99,0.05
3371,1483,4,5,1299.99,0.20
3372,1484,41,2,199.99,0.05
3373,1485,36,3,109.99,0.00
3374,1485,12,5,89.99,0.05
3375,1485,19,1,159.99,0.00
3376,1485,20,2,49.99,0.05
3377,1486,27,2,129.99,0.00
3378,1487,11,1,29.99,0.00
3379,1487,31,1,599.99,0.00
3380,1487,26,2,199.99,0.00
3381,1487,9,2,799.99,0.10
3382,1488,39,1,399.99,0.05
3383,1489,1,1,899.99,0.10
3384,1489,6,1,999.00,0.05
3385,1490,2,1,1349.99,0.15
3386,1490,38,10,14.99,0.00
3387,1491,4,2,1299.99,0.05
3388,1491,16,2,599.99,0.00
3389,1492,20,2,49.99,0.00
3390,1492,3,2,1199.00,0.00
3391,1492,23,2,19.99,0.00
3392,1492,15,1,129.99,0.15
3393,1493,33,2,249.99,0.00
3394,1494,26,2,199.99,0.20
3395,1495,40,2,549.99,0.05
3396,1495,34,1,34.99,0.05
3397,1496,9,2,799.99,0.00
3398,1496,4,1,1299.99,0.00
3399,1496,17,2,449.99,0.00
3400,1496,12,2,89.99,0.00
3401,1497,40,5,549.99,0.15
3402,1497,38,2,14.99,0.00
3403,1498,36,5,109.99,0.00
3404,1498,31,2,599.99,0.10
3405,1499,16,2,599.99,0.00
3406,1499,17,5,449.99,0.10
3407,1500,39,10,399.99,0.00
3408,1500,6,1,999.00,0.15
3409,1500,10,1,49.99,0.00
3410,1501,5,5,999.99,0.15
3411,1501,20,3,49.99,0.05
3412,1501,15,1,129.99,0.00
3413,1502,35,1,89.99,0.05
3414,1502,31,2,599.99,0.05
3415,1503,19,2,159.99,0.10
3416,1503,1,1,899.99,0.05
3417,1503,22,1,9.99,0.10
3418,1504,7,5,849.99,0.00
3419,1504,40,5,549.99,0.05
3420,1504,17,10,449.99,0.10
3421,1504,36,5,109.99,0.20
3422,1505,6,2,999.00,0.00
3423,1505,31,2,599.99,0.00
3424,1505,24,5,79.99,0.00
3425,1505,16,1,599.99,0.00
3426,1506,1,1,899.99,0.10
3427,1507,13,1,69.99,0.00
3428,1507,31,2,599.99,0.00
3429,1507,40,1,549.99,0.00
3430,1507,21,10,12.99,0.00
3431,1507,26,2,199.99,0.10
3432,1508,38,2,14.99,0.05
3433,1508,39,1,399.99,0.00
3434,1508,5,1,999.99,0.10
3435,1509,1,2,899.99,0.00
3436,1509,18,3,189.99,0.05
3437,1510,31,3,599.99,0.05
3438,1510,27,3,129.99,0.05
3439,1510,21,10,12.99,0.05
3440,1510,5,5,999.99,0.20
3441,1511,23,1,19.99,0.00
3442,1511,6,10,999.00,0.00
3443,1512,6,1,999.00,0.10
3444,1512,7,1,849.99,0.10
3445,1513,4,1,1299.99,0.00
3446,1513,32,1,179.99,0.10
3447,1513,31,1,599.99,0.00
3448,1513,1,5,899.99,0.00
3449,1514,10,3,49.99,0.00
3450,1514,12,1,89.99,0.00
3451,1514,6,3,999.00,0.10
3452,1515,26,2,199.99,0.05
3453,1515,18,1,189.99,0.00
3454,1516,25,2,349.99,0.10
3455,1516,19,1,159.99,0.00
3456,1517,30,1,99.99,0.15
3457,1518,3,3,1199.00,0.05
3458,1518,33,2,249.99,0.20
3459,1519,6,5,999.00,0.00
3460,1519,35,1,89.99,0.00
3461,1519,41,2,199.99,0.15
3462,1520,4,1,1299.99,0.00
3463,1520,22,1,9.99,0.00
3464,1521,11,1,29.99,0.05
3465,1521,10,2,49.99,0.00
3466,1521,2,2,1349.99,0.00
3467,1522,35,2,89.99,0.05
3468,1523,25,3,349.99,0.10
3469,1524,25,5,349.99,0.00
3470,1524,27,1,129.99,0.10
3471,1524,9,1,799.99,0.00
3472,1525,9,2,799.99,0.05
3473,1525,24,2,79.99,0.00
3474,1526,3,1,1199.00,0.00
3475,1526,26,1,199.99,0.00
3476,1527,1,2,899.99,0.05
3477,1528,16,2,599.99,0.00
3478,1529,30,2,99.99,0.05
3479,1529,24,1,79.99,0.00
3480,1529,37,2,299.99,0.00
3481,1530,30,1,99.99,0.10
3482,1531,38,3,14.99,0.20
3483,1531,9,1,799.99,0.00
3484,1531,3,1,1199.00,0.05
3485,1531,21,1,12.99,0.00
3486,1531,19,2,159.99,0.10
3487,1532,19,5,159.99,0.05
3488,1532,22,2,9.99,0.00
3489,1532,26,2,199.99,0.00
3490,1532,11,1,29.99,0.00
3491,1533,20,1,49.99,0.00
3492,1533,35,2,89.99,0.05
3493,1533,28,3,149.99,0.15
3494,1534,24,1,79.99,0.20
3495,1534,2,2,1349.99,0.00
3496,1535,21,1,12.99,0.00
3497,1535,28,1,149.99,0.00
3498,1535,4,1,1299.99,0.00
3499,1536,17,1,449.99,0.10
3500,1536,24,2,79.99,0.20
3501,1536,14,2,39.99,0.00
3502,1537,34,2,34.99,0.00
3503,1537,41,10,199.99,0.15
3504,1538,16,1,599.99,0.00
3505,1539,1,2,899.99,0.00
3506,1539,24,1,79.99,0.00
3507,1540,16,3,599.99,0.00
3508,1540,1,1,899.99,0.00
3509,1541,39,2,399.99,0.00
3510,1542,12,5,89.99,0.15
3511,1543,30,2,99.99,0.00
3512,1543,25,2,349.99,0.15
3513,1543,40,2,549.99,0.10
3514,1543,38,1,14.99,0.05
3515,1544,7,1,849.99,0.20
3516,1545,19,1,159.99,0.00
3517,1545,9,2,799.99,0.05
3518,1546,21,1,12.99,0.00
3519,1546,6,1,999.00,0.15
